game_id,turn,snake_id,snake_name,health,length,alive
97c5ec70-3180-4b05-a9b6-c5fea5052a9d,0,96dab6c5-7789-4ce3-bffb-fbd613ae4792,Snake1,100,3,1
97c5ec70-3180-4b05-a9b6-c5fea5052a9d,1,96dab6c5-7789-4ce3-bffb-fbd613ae4792,Snake1,99,3,1
97c5ec70-3180-4b05-a9b6-c5fea5052a9d,2,96dab6c5-7789-4ce3-bffb-fbd613ae4792,Snake1,98,3,1
97c5ec70-3180-4b05-a9b6-c5fea5052a9d,3,96dab6c5-7789-4ce3-bffb-fbd613ae4792,Snake1,97,3,1
97c5ec70-3180-4b05-a9b6-c5fea5052a9d,4,96dab6c5-7789-4ce3-bffb-fbd613ae4792,Snake1,96,3,1
97c5ec70-3180-4b05-a9b6-c5fea5052a9d,5,96dab6c5-7789-4ce3-bffb-fbd613ae4792,Snake1,95,3,1
97c5ec70-3180-4b05-a9b6-c5fea5052a9d,6,96dab6c5-7789-4ce3-bffb-fbd613ae4792,Snake1,94,3,1
97c5ec70-3180-4b05-a9b6-c5fea5052a9d,7,96dab6c5-7789-4ce3-bffb-fbd613ae4792,Snake1,93,3,1
97c5ec70-3180-4b05-a9b6-c5fea5052a9d,9,96dab6c5-7789-4ce3-bffb-fbd613ae4792,Snake1,93,3,0
